ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,scenario
Philippines,Key\Biofuel Blending Targets\Bioethanol,Activity Level,"InterpFSY(2025, 10.1, 2026, 10)",Volume %,Bioethanol,USER RULING R5 (2026-07-22) uniform 2025 start; anchor from blend_ceiling_ramp.csv 2025 row (binding_reason=observed_achieved_floor) == blend_observed_panel.csv,"2025 anchor := 10.1 vol% (observed achieved 10.1% (2025, Medium-High confidence)). Post-2025 trajectory PRESERVED verbatim. Was: InterpFSY(2026, 10)",blend_observed_panel.csv,blend_mandate,Medium,Regional Aspiration Scenario
Thailand,Key\Biofuel Blending Targets\Bioethanol,Activity Level,"InterpFSY(2025, 13.7)",Volume %,Bioethanol,USER RULING R5 (2026-07-22) uniform 2025 start; anchor from blend_ceiling_ramp.csv 2025 row (binding_reason=observed_achieved_floor) == blend_observed_panel.csv,"2025 anchor := 13.7 vol% (observed achieved 11.3% (2024, Medium confidence)). Post-2025 trajectory PRESERVED verbatim. Was: 0",blend_observed_panel.csv,blend_mandate,Medium,Baseline Simulation
Thailand,Key\Biofuel Blending Targets\Bioethanol,Activity Level,"InterpFSY(2025, 13.7, 2050, 20)",Volume %,Bioethanol,USER RULING R5 (2026-07-22) uniform 2025 start; anchor from blend_ceiling_ramp.csv 2025 row (binding_reason=observed_achieved_floor) == blend_observed_panel.csv,"2025 anchor := 13.7 vol% (observed achieved 11.3% (2024, Medium confidence)). Post-2025 trajectory PRESERVED verbatim. Was: InterpFSY(2050, 20)",blend_observed_panel.csv,blend_mandate,Medium,AMS Target Scenario
Thailand,Key\Biofuel Blending Targets\Bioethanol,Activity Level,"InterpFSY(2025, 13.7, 2050, 20)",Volume %,Bioethanol,USER RULING R5 (2026-07-22) uniform 2025 start; anchor from blend_ceiling_ramp.csv 2025 row (binding_reason=observed_achieved_floor) == blend_observed_panel.csv,"2025 anchor := 13.7 vol% (observed achieved 11.3% (2024, Medium confidence)). Post-2025 trajectory PRESERVED verbatim. Was: InterpFSY(2050, 20)",blend_observed_panel.csv,blend_mandate,Medium,Regional Aspiration Scenario
Vietnam,Key\Biofuel Blending Targets\Bioethanol,Activity Level,"InterpFSY(2025, 1.5)",Volume %,Bioethanol,USER RULING R5 (2026-07-22) uniform 2025 start; anchor from blend_ceiling_ramp.csv 2025 row (binding_reason=observed_achieved_floor) == blend_observed_panel.csv,"2025 anchor := 1.5 vol% (observed achieved 1.5% (2024, Low-Medium confidence)). Post-2025 trajectory PRESERVED verbatim. Was: 0",blend_observed_panel.csv,blend_mandate,Medium,Baseline Simulation
Vietnam,Key\Biofuel Blending Targets\Bioethanol,Activity Level,"Interp(2023, 0, 2025, 1.5, 2050, 20)",Volume %,Bioethanol,USER RULING R5 (2026-07-22) uniform 2025 start; anchor from blend_ceiling_ramp.csv 2025 row (binding_reason=observed_achieved_floor) == blend_observed_panel.csv,"2025 anchor := 1.5 vol% (observed achieved 1.5% (2024, Low-Medium confidence)). Post-2025 trajectory PRESERVED verbatim. Was: Interp(2023,0, 2050, 20)",blend_observed_panel.csv,blend_mandate,Medium,AMS Target Scenario
Vietnam,Key\Biofuel Blending Targets\Bioethanol,Activity Level,"Interp(2023, 0, 2025, 1.5, 2050, 20)",Volume %,Bioethanol,USER RULING R5 (2026-07-22) uniform 2025 start; anchor from blend_ceiling_ramp.csv 2025 row (binding_reason=observed_achieved_floor) == blend_observed_panel.csv,"2025 anchor := 1.5 vol% (observed achieved 1.5% (2024, Low-Medium confidence)). Post-2025 trajectory PRESERVED verbatim. Was: Interp(2023,0, 2050, 20)",blend_observed_panel.csv,blend_mandate,Medium,Regional Aspiration Scenario
Brunei,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 19.4985, 2030, 29.2477, 2035, 38.997, 2040, 48.7463, 2045, 58.4955, 2050, 68.2447, 2055, 77.994, 2060, 77.994))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.4 Mt/yr; max_addition_rate=0.05 Mt/yr/yr (empirical history); practical_ceiling=2.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Medium-High,Regional Aspiration Scenario
Singapore,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Gigajoules/Year,Biodiesel,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Brunei,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Tonne Coal Equiv/Year,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0913, 2030, 0.3194, 2035, 0.4563, 2040, 0.4563, 2045, 0.4563, 2050, 0.4563, 2055, 0.4563, 2060, 0.4563))",Million Tonne Coal Equiv/Year,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.05 Mt/yr/yr (empirical history); practical_ceiling=0.5 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.1095, 2030, 0.3376, 2035, 0.4563, 2040, 0.4563, 2045, 0.4563, 2050, 0.4563, 2055, 0.4563, 2060, 0.4563))",Million Tonne Coal Equiv/Year,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.02 Mt/yr; max_addition_rate=0.05 Mt/yr/yr (empirical history); practical_ceiling=0.5 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'P",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Medium-High,Regional Aspiration Scenario
Laos,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0913, 2030, 0.3194, 2035, 0.4563, 2040, 0.4563, 2045, 0.4563, 2050, 0.4563, 2055, 0.4563, 2060, 0.4563))",Million Tonne Coal Equiv/Year,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.05 Mt/yr/yr (empirical history); practical_ceiling=0.5 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0, 2030, 0.0, 2035, 0.0, 2040, 0.0, 2045, 0.0, 2050, 0.0, 2055, 0.0, 2060, 0.0))",Million Tonne Coal Equiv/Year,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.0 Mt/yr/yr (empirical history); practical_ceiling=0.0 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ/",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity,"Max(Exogenous Capacity, Interp(2025, 0.0913, 2030, 0.3194, 2035, 0.4563, 2040, 0.4563, 2045, 0.4563, 2050, 0.4563, 2055, 0.4563, 2060, 0.4563))",Million Tonne Coal Equiv/Year,Ethanol,"USDA FAS GAIN Biofuels Annuals 2024 (per-country); national association registers (APROBI ID, MBA MY, DEDE TH, PCA PH, Petrolimex VN)","R7 wrapper: reference FIRST, numeric/Interp LAST (S11.2e). Prevents LEAP's 'Maximum capacity constraint is less than exogenous capacity' halt. Values are the team's, native unit, pass-through (no conversion). Original note: baseline_2023=0.0 Mt/yr; max_addition_rate=0.05 Mt/yr/yr (empirical history); practical_ceiling=0.5 Mt (5x baseline or 0.5 Mt greenfield); LEAP team to verify Variable name + Units match RAS schema (may be 'Mt/yr' or 'PJ",biomass_supply_cap_rows.csv (20260721 handover),refining_capacity,Low,Regional Aspiration Scenario
