ams,branch,variable,expression,unit,fuel,source,note,src_csv,data_confidence,scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,17.23,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,17.23,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,17.23,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,32.69,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,32.69,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,32.69,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,32.69,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,19.51,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,19.51,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,19.51,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,19.51,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,222.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,222.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,222.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,222.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,560.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,560.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,560.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,560.22,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,242.24,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,242.24,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,242.24,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,242.24,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Laos,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,1142.86,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Laos,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,1142.86,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Laos,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,1142.86,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Laos,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,1142.86,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,131.78,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,131.78,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,131.78,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,131.78,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,2127.66,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,2127.66,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,2127.66,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,2127.66,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=True; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,242.5,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Other,Commercial Uncalibrated Energy Intensity,242.5,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
