branch_path,variable,scenario,region,expression,units,scale,per,source
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,AMS Target Scenario,Singapore,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Regional Aspiration Scenario,Singapore,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,Current Accounts,Thailand,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,Baseline Simulation,Thailand,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,AMS Target Scenario,Thailand,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,Regional Aspiration Scenario,Thailand,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,Current Accounts,Thailand,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,Baseline Simulation,Thailand,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,AMS Target Scenario,Thailand,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,Regional Aspiration Scenario,Thailand,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,Current Accounts,Thailand,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,Baseline Simulation,Thailand,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,AMS Target Scenario,Thailand,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,Regional Aspiration Scenario,Thailand,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Current Accounts,Thailand,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Baseline Simulation,Thailand,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,AMS Target Scenario,Thailand,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Regional Aspiration Scenario,Thailand,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,Current Accounts,Vietnam,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,Baseline Simulation,Vietnam,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,AMS Target Scenario,Vietnam,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Capital Cost,Regional Aspiration Scenario,Vietnam,"Interp(2023, 4520.0, 2030, 3980.0, 2050, 3090.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,Current Accounts,Vietnam,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,Baseline Simulation,Vietnam,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,AMS Target Scenario,Vietnam,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Fixed OM Cost,Regional Aspiration Scenario,Vietnam,"Interp(2023, 104.0, 2030, 94.3, 2050, 71.9)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,Current Accounts,Vietnam,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,Baseline Simulation,Vietnam,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,AMS Target Scenario,Vietnam,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Variable OM Cost,Regional Aspiration Scenario,Vietnam,"Interp(2023, 6.5, 2030, 5.98, 2050, 5.12)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Current Accounts,Vietnam,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Baseline Simulation,Vietnam,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,AMS Target Scenario,Vietnam,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Bioenergy with CCS,Process Efficiency,Regional Aspiration Scenario,Vietnam,"Interp(2023, 23.0, 2030, 23.0, 2050, 23.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Current Accounts,Brunei,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Baseline Simulation,Brunei,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,AMS Target Scenario,Brunei,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Regional Aspiration Scenario,Brunei,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Current Accounts,Brunei,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Baseline Simulation,Brunei,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,AMS Target Scenario,Brunei,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Regional Aspiration Scenario,Brunei,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Current Accounts,Brunei,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Baseline Simulation,Brunei,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,AMS Target Scenario,Brunei,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Regional Aspiration Scenario,Brunei,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Current Accounts,Brunei,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Baseline Simulation,Brunei,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,AMS Target Scenario,Brunei,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Regional Aspiration Scenario,Brunei,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Current Accounts,Cambodia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Baseline Simulation,Cambodia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,AMS Target Scenario,Cambodia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Regional Aspiration Scenario,Cambodia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Current Accounts,Cambodia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Baseline Simulation,Cambodia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,AMS Target Scenario,Cambodia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Regional Aspiration Scenario,Cambodia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Current Accounts,Cambodia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Baseline Simulation,Cambodia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,AMS Target Scenario,Cambodia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Regional Aspiration Scenario,Cambodia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Current Accounts,Cambodia,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Baseline Simulation,Cambodia,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,AMS Target Scenario,Cambodia,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Regional Aspiration Scenario,Cambodia,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Current Accounts,Laos,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Baseline Simulation,Laos,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,AMS Target Scenario,Laos,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Regional Aspiration Scenario,Laos,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Current Accounts,Laos,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Baseline Simulation,Laos,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,AMS Target Scenario,Laos,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Regional Aspiration Scenario,Laos,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Current Accounts,Laos,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Baseline Simulation,Laos,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,AMS Target Scenario,Laos,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Regional Aspiration Scenario,Laos,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Current Accounts,Laos,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Baseline Simulation,Laos,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,AMS Target Scenario,Laos,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Regional Aspiration Scenario,Laos,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Current Accounts,Malaysia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Baseline Simulation,Malaysia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,AMS Target Scenario,Malaysia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Capital Cost,Regional Aspiration Scenario,Malaysia,"Interp(2023, 2450.0, 2030, 2080.0, 2050, 1840.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Current Accounts,Malaysia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Baseline Simulation,Malaysia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,AMS Target Scenario,Malaysia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Fixed OM Cost,Regional Aspiration Scenario,Malaysia,"Interp(2023, 110.58, 2030, 101.7, 2050, 88.5)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Current Accounts,Malaysia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Baseline Simulation,Malaysia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,AMS Target Scenario,Malaysia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Variable OM Cost,Regional Aspiration Scenario,Malaysia,"Interp(2023, 0.13, 2030, 0.12, 2050, 0.1)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Current Accounts,Malaysia,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,Baseline Simulation,Malaysia,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Biogas,Process Efficiency,AMS Target Scenario,Malaysia,"Interp(2023, 35.0, 2030, 35.0, 2050, 35.0)",%,,,DEA Indonesia
