branch_path,variable,scenario,region,scale,units,per,expression
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Nitrogen Oxides,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,81 ?a
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Nitrogen Oxides,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,81 ?a
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Nitrogen Oxides,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,81 ?a
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Nitrous Oxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Nitrous Oxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Nitrous Oxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Nitrous Oxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,4 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Non Methane Volatile Organic Compounds,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,7.31 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Organic Carbon,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Organic Carbon,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Organic Carbon,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Organic Carbon,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.002 ?c
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM10,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM10,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM10,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM10,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,155 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM2pt5,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM2pt5,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM2pt5,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Particulates PM2pt5,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,133 ?b
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Sulfur Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Sulfur Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Sulfur Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Feedstock Fuels\Biomethane\Sulfur Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Transmission Nodes\Indonesia,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Transmission Nodes\Indonesia Borneo,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Transmission Nodes\Indonesia East,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Transmission Nodes\Indonesia Jamali,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,100
Transformation\Centralized Electricity Generation\Processes\Biogas_IDJW\Transmission Nodes\Indonesia Sumatra,Nodal Distribution,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Annual Storage Carryover,Current Accounts,Indonesia,,Yes/No,,No
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Additions,AMS Target Scenario,Indonesia,,MW,,"Add(2026, 0.65, 2029, 2.84, 2031, 0.87, 2032, 0.87, 2033, 1.09)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Additions,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Additions,Current Accounts,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Additions,Regional Aspiration Scenario,Indonesia,,MW,,"Add(2029, 11, 2031, 4, 2033, 1.2)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Credit,AMS Target Scenario,Indonesia,,Percent,,Maximum Availability
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Credit,Baseline Simulation,Indonesia,,Percent,,Maximum Availability
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Credit,Current Accounts,Indonesia,,Percent,,Maximum Availability
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Credit,Regional Aspiration Scenario,Indonesia,,Percent,,Maximum Availability
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Retirement,AMS Target Scenario,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Retirement,Baseline Simulation,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Retirement,Current Accounts,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capacity Retirement,Regional Aspiration Scenario,Indonesia,,MW,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capital Cost,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 2450, 2030, 2080, 2050, 1840) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capital Cost,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 2450, 2030, 2080, 2050, 1840) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capital Cost,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 2450, 2030, 2080, 2050, 1840) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Capital Cost,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2030, 2000, 2050, 1600)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Dispatch Rule,AMS Target Scenario,Indonesia,,None,,MeritOrderDispatch
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Dispatch Rule,Baseline Simulation,Indonesia,,None,,MeritOrderDispatch
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Dispatch Rule,Current Accounts,Indonesia,,None,,MeritOrderDispatch
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Dispatchable,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Endogenous Capacity,AMS Target Scenario,Indonesia,,Megawatt,,"Step(2023, 0, 2031, 0.04 * Key\End_cap multip\Total_:Activity Level[MW]*Key\End_cap multip\RE_Fraction:Activity Level[Fraction]) ? Fraction of this technology among the RE or non RE calculated based on last Year of capacity additions in AMS' PDP"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Endogenous Capacity,Baseline Simulation,Indonesia,,Megawatt,,"Step(2023,1)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Endogenous Capacity,Current Accounts,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,AMS Target Scenario,Indonesia,,MW,,"Max(Value(2024) - Capacity Retirement[MW], 0)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,Baseline Simulation,Indonesia,,MW,,Value(2024)
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,Current Accounts,Indonesia,,MW,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 2.920973184, 2018, 24.78491387, 2019, 25.7, 2020, 26.1, 2021, 40.97, 2022, 40.55, 2023, 42.3195335, 2024, 42.67778261, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Existing Capacity,Regional Aspiration Scenario,Indonesia,,MW,,"Max(Value(2024) - Capacity Retirement[MW], 0)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Exogenous Capacity,AMS Target Scenario,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Exogenous Capacity,Baseline Simulation,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Exogenous Capacity,Current Accounts,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW]
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,First Simulation Year,AMS Target Scenario,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,First Simulation Year,Baseline Simulation,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,First Simulation Year,Current Accounts,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Fixed OM Cost,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 110.6, 2030, 101.7, 2050, 88.5) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Fixed OM Cost,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 110.6, 2030, 101.7, 2050, 88.5) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Fixed OM Cost,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 110.6, 2030, 101.7, 2050, 88.5) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Fixed OM Cost,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2017, 89.2, 2050, 77.6, 2060, 76)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Full Load Hours,AMS Target Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Full Load Hours,Baseline Simulation,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Full Load Hours,Current Accounts,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Full Load Hours,Regional Aspiration Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Capacity Factor,AMS Target Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Capacity Factor,Baseline Simulation,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Capacity Factor,Current Accounts,Indonesia,,percentage,,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Capacity Factor,Regional Aspiration Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Production,AMS Target Scenario,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 117.3486088, 2019, 151.7184943, 2020, 170.7264957, 2021, 250, 2022, 277.6595745, 2023, 269.1489362, 2024, 296.0106383, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Production,Baseline Simulation,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 117.3486088, 2019, 151.7184943, 2020, 170.7264957, 2021, 250, 2022, 277.6595745, 2023, 269.1489362, 2024, 296.0106383, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Historical Production,Current Accounts,Indonesia,,Gigawatt-Hour,,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 117.3486088, 2019, 151.7184943, 2020, 170.7264957, 2021, 250, 2022, 277.6595745, 2023, 269.1489362, 2024, 296.0106383, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Hourly Storage Carryover,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Interest Rate,AMS Target Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Interest Rate,Baseline Simulation,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Interest Rate,Current Accounts,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Interest Rate,Regional Aspiration Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Lifetime,AMS Target Scenario,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Lifetime,Baseline Simulation,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Lifetime,Current Accounts,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Lifetime,Regional Aspiration Scenario,Indonesia,,Years,,30
Transformation\Centralized Electricity Generation\Processes\Biogas_IDKA,Maximum Availability,AMS Target Scenario,Indonesia,,Percent,,72 ? *Malaysia AEO6 Country Visit (6 December 2019)
