node,feedstock_fuel,region,branch,variable,unit,CA,BAS,ATS,RAS
Biomass Gasification,Biomass,Thailand,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Gasification,Biomass,Thailand,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Gasification,Biomass,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,100,100,100,100
Biomass Gasification,Biomass,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Gasification,Biomass,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Gasification,Biomass,Vietnam,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,100,100,100,100
Biomass Gasification,Biomass,Vietnam,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Gasification,Biomass,Vietnam,Transformation\Centralized Electricity Generation\Processes\Biomass Gasification\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDEast,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Biomass Other_IDEast,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Biomass Other_IDEast,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDEast,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,100,100,100,100
Biomass Other_IDEast,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Other_IDEast,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDEast\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDJW,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Biomass Other_IDJW,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Biomass Other_IDJW,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDJW,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,100,100,100,100
Biomass Other_IDJW,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Other_IDJW,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDJW\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDKA,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Biomass Other_IDKA,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Biomass Other_IDKA,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDKA,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,100,100,100,100
Biomass Other_IDKA,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Other_IDKA,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDKA\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDSA,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Biomass Other_IDSA,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Biomass Other_IDSA,Bagasse,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_IDSA,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,100,100,100,100
Biomass Other_IDSA,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Other_IDSA,Biomass,Indonesia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_IDSA\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_MYPE,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Biomass Other_MYPE,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Biomass Other_MYPE,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_MYPE,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,0,0,0,0
Biomass Other_MYPE,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Other_MYPE,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_MYSB,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Biomass Other_MYSB,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Biomass Other_MYSB,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_MYSB,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,0,0,0,0
Biomass Other_MYSB,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Other_MYSB,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_MYSR,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Biomass Other_MYSR,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne],Resources\Primary\Bagasse:Production Cost[USD/Tonne]
Biomass Other_MYSR,Bagasse,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,,,SourceBelow
Biomass Other_MYSR,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,0,0,0,0
Biomass Other_MYSR,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Biomass Other_MYSR,Biomass,Malaysia,Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,,,SourceBelow
Coal IGCC with CCS,Coal Anthracite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal IGCC with CCS,Coal Anthracite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,2020 USD,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal IGCC with CCS,Coal Anthracite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,2020 USD,,,,SourceBelow
Coal IGCC with CCS,Coal Anthracite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal IGCC with CCS,Coal Anthracite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,2020 USD,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal IGCC with CCS,Coal Anthracite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,2020 USD,,,,SourceBelow
Coal IGCC with CCS,Coal Anthracite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal IGCC with CCS,Coal Anthracite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,2020 USD,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal IGCC with CCS,Coal Anthracite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,2020 USD,,,,SourceBelow
Coal IGCC with CCS,Coal Anthracite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal IGCC with CCS,Coal Anthracite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,2020 USD,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal IGCC with CCS,Coal Anthracite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,2020 USD,,,,SourceBelow
Coal IGCC with CCS,Coal Anthracite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal IGCC with CCS,Coal Anthracite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,2020 USD,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal IGCC with CCS,Coal Anthracite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,2020 USD,,,,SourceBelow
Coal IGCC with CCS,Coal Anthracite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal IGCC with CCS,Coal Anthracite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,2020 USD,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal IGCC with CCS,Coal Anthracite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,2020 USD,,,,SourceBelow
Coal IGCC with CCS,Coal Anthracite,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal IGCC with CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,2020 USD,0,0,0,0
