Country,Year,Scenario,Tech,share_percent,source
Brunei Darussalam,2048,RAS,Halogen,0.0,projected
Brunei Darussalam,2048,RAS,LED,100.0,projected
Brunei Darussalam,2049,RAS,Incandescent,0.0,projected
Brunei Darussalam,2049,RAS,CFL,0.0,projected
Brunei Darussalam,2049,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2049,RAS,Halogen,0.0,projected
Brunei Darussalam,2049,RAS,LED,100.0,projected
Brunei Darussalam,2050,RAS,Incandescent,0.0,projected
Brunei Darussalam,2050,RAS,CFL,0.0,projected
Brunei Darussalam,2050,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2050,RAS,Halogen,0.0,projected
Brunei Darussalam,2050,RAS,LED,100.0,projected
Brunei Darussalam,2051,RAS,Incandescent,0.0,projected
Brunei Darussalam,2051,RAS,CFL,0.0,projected
Brunei Darussalam,2051,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2051,RAS,Halogen,0.0,projected
Brunei Darussalam,2051,RAS,LED,100.0,projected
Brunei Darussalam,2052,RAS,Incandescent,0.0,projected
Brunei Darussalam,2052,RAS,CFL,0.0,projected
Brunei Darussalam,2052,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2052,RAS,Halogen,0.0,projected
Brunei Darussalam,2052,RAS,LED,100.0,projected
Brunei Darussalam,2053,RAS,Incandescent,0.0,projected
Brunei Darussalam,2053,RAS,CFL,0.0,projected
Brunei Darussalam,2053,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2053,RAS,Halogen,0.0,projected
Brunei Darussalam,2053,RAS,LED,100.0,projected
Brunei Darussalam,2054,RAS,Incandescent,0.0,projected
Brunei Darussalam,2054,RAS,CFL,0.0,projected
Brunei Darussalam,2054,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2054,RAS,Halogen,0.0,projected
Brunei Darussalam,2054,RAS,LED,100.0,projected
Brunei Darussalam,2055,RAS,Incandescent,0.0,projected
Brunei Darussalam,2055,RAS,CFL,0.0,projected
Brunei Darussalam,2055,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2055,RAS,Halogen,0.0,projected
Brunei Darussalam,2055,RAS,LED,100.0,projected
Brunei Darussalam,2056,RAS,Incandescent,0.0,projected
Brunei Darussalam,2056,RAS,CFL,0.0,projected
Brunei Darussalam,2056,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2056,RAS,Halogen,0.0,projected
Brunei Darussalam,2056,RAS,LED,100.0,projected
Brunei Darussalam,2057,RAS,Incandescent,0.0,projected
Brunei Darussalam,2057,RAS,CFL,0.0,projected
Brunei Darussalam,2057,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2057,RAS,Halogen,0.0,projected
Brunei Darussalam,2057,RAS,LED,100.0,projected
Brunei Darussalam,2058,RAS,Incandescent,0.0,projected
Brunei Darussalam,2058,RAS,CFL,0.0,projected
Brunei Darussalam,2058,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2058,RAS,Halogen,0.0,projected
Brunei Darussalam,2058,RAS,LED,100.0,projected
Brunei Darussalam,2059,RAS,Incandescent,0.0,projected
Brunei Darussalam,2059,RAS,CFL,0.0,projected
Brunei Darussalam,2059,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2059,RAS,Halogen,0.0,projected
Brunei Darussalam,2059,RAS,LED,100.0,projected
Brunei Darussalam,2060,RAS,Incandescent,0.0,projected
Brunei Darussalam,2060,RAS,CFL,0.0,projected
Brunei Darussalam,2060,RAS,Fluorescent,0.0,projected
Brunei Darussalam,2060,RAS,Halogen,0.0,projected
Brunei Darussalam,2060,RAS,LED,100.0,projected
Cambodia,2025,BAS,Incandescent,13.0,projected
Cambodia,2025,BAS,CFL,22.0,projected
Cambodia,2025,BAS,Fluorescent,18.0,projected
Cambodia,2025,BAS,Halogen,2.0,projected
Cambodia,2025,BAS,LED,45.0,projected
Cambodia,2026,BAS,Incandescent,13.0,projected
Cambodia,2026,BAS,CFL,22.0,projected
Cambodia,2026,BAS,Fluorescent,18.0,projected
Cambodia,2026,BAS,Halogen,2.0,projected
Cambodia,2026,BAS,LED,45.0,projected
Cambodia,2027,BAS,Incandescent,13.0,projected
Cambodia,2027,BAS,CFL,22.0,projected
Cambodia,2027,BAS,Fluorescent,18.0,projected
Cambodia,2027,BAS,Halogen,2.0,projected
Cambodia,2027,BAS,LED,45.0,projected
Cambodia,2028,BAS,Incandescent,13.0,projected
Cambodia,2028,BAS,CFL,22.0,projected
Cambodia,2028,BAS,Fluorescent,18.0,projected
Cambodia,2028,BAS,Halogen,2.0,projected
Cambodia,2028,BAS,LED,45.0,projected
Cambodia,2029,BAS,Incandescent,13.0,projected
Cambodia,2029,BAS,CFL,22.0,projected
Cambodia,2029,BAS,Fluorescent,18.0,projected
Cambodia,2029,BAS,Halogen,2.0,projected
Cambodia,2029,BAS,LED,45.0,projected
Cambodia,2030,BAS,Incandescent,13.0,projected
Cambodia,2030,BAS,CFL,22.0,projected
Cambodia,2030,BAS,Fluorescent,18.0,projected
Cambodia,2030,BAS,Halogen,2.0,projected
Cambodia,2030,BAS,LED,45.0,projected
Cambodia,2031,BAS,Incandescent,13.0,projected
Cambodia,2031,BAS,CFL,22.0,projected
Cambodia,2031,BAS,Fluorescent,18.0,projected
Cambodia,2031,BAS,Halogen,2.0,projected
Cambodia,2031,BAS,LED,45.0,projected
Cambodia,2032,BAS,Incandescent,13.0,projected
Cambodia,2032,BAS,CFL,22.0,projected
Cambodia,2032,BAS,Fluorescent,18.0,projected
Cambodia,2032,BAS,Halogen,2.0,projected
Cambodia,2032,BAS,LED,45.0,projected
Cambodia,2033,BAS,Incandescent,13.0,projected
Cambodia,2033,BAS,CFL,22.0,projected
Cambodia,2033,BAS,Fluorescent,18.0,projected
Cambodia,2033,BAS,Halogen,2.0,projected
Cambodia,2033,BAS,LED,45.0,projected
Cambodia,2034,BAS,Incandescent,13.0,projected
Cambodia,2034,BAS,CFL,22.0,projected
Cambodia,2034,BAS,Fluorescent,18.0,projected
Cambodia,2034,BAS,Halogen,2.0,projected
Cambodia,2034,BAS,LED,45.0,projected
Cambodia,2035,BAS,Incandescent,13.0,projected
Cambodia,2035,BAS,CFL,22.0,projected
Cambodia,2035,BAS,Fluorescent,18.0,projected
Cambodia,2035,BAS,Halogen,2.0,projected
Cambodia,2035,BAS,LED,45.0,projected
Cambodia,2036,BAS,Incandescent,13.0,projected
Cambodia,2036,BAS,CFL,22.0,projected
Cambodia,2036,BAS,Fluorescent,18.0,projected
Cambodia,2036,BAS,Halogen,2.0,projected
Cambodia,2036,BAS,LED,45.0,projected
Cambodia,2037,BAS,Incandescent,13.0,projected
Cambodia,2037,BAS,CFL,22.0,projected
Cambodia,2037,BAS,Fluorescent,18.0,projected
Cambodia,2037,BAS,Halogen,2.0,projected
Cambodia,2037,BAS,LED,45.0,projected
Cambodia,2038,BAS,Incandescent,13.0,projected
Cambodia,2038,BAS,CFL,22.0,projected
Cambodia,2038,BAS,Fluorescent,18.0,projected
Cambodia,2038,BAS,Halogen,2.0,projected
Cambodia,2038,BAS,LED,45.0,projected
Cambodia,2039,BAS,Incandescent,13.0,projected
Cambodia,2039,BAS,CFL,22.0,projected
Cambodia,2039,BAS,Fluorescent,18.0,projected
Cambodia,2039,BAS,Halogen,2.0,projected
Cambodia,2039,BAS,LED,45.0,projected
Cambodia,2040,BAS,Incandescent,13.0,projected
Cambodia,2040,BAS,CFL,22.0,projected
Cambodia,2040,BAS,Fluorescent,18.0,projected
Cambodia,2040,BAS,Halogen,2.0,projected
Cambodia,2040,BAS,LED,45.0,projected
Cambodia,2041,BAS,Incandescent,13.0,projected
Cambodia,2041,BAS,CFL,22.0,projected
Cambodia,2041,BAS,Fluorescent,18.0,projected
Cambodia,2041,BAS,Halogen,2.0,projected
Cambodia,2041,BAS,LED,45.0,projected
Cambodia,2042,BAS,Incandescent,13.0,projected
Cambodia,2042,BAS,CFL,22.0,projected
Cambodia,2042,BAS,Fluorescent,18.0,projected
Cambodia,2042,BAS,Halogen,2.0,projected
Cambodia,2042,BAS,LED,45.0,projected
Cambodia,2043,BAS,Incandescent,13.0,projected
Cambodia,2043,BAS,CFL,22.0,projected
Cambodia,2043,BAS,Fluorescent,18.0,projected
Cambodia,2043,BAS,Halogen,2.0,projected
Cambodia,2043,BAS,LED,45.0,projected
Cambodia,2044,BAS,Incandescent,13.0,projected
Cambodia,2044,BAS,CFL,22.0,projected
Cambodia,2044,BAS,Fluorescent,18.0,projected
Cambodia,2044,BAS,Halogen,2.0,projected
Cambodia,2044,BAS,LED,45.0,projected
Cambodia,2045,BAS,Incandescent,13.0,projected
Cambodia,2045,BAS,CFL,22.0,projected
Cambodia,2045,BAS,Fluorescent,18.0,projected
Cambodia,2045,BAS,Halogen,2.0,projected
Cambodia,2045,BAS,LED,45.0,projected
Cambodia,2046,BAS,Incandescent,13.0,projected
Cambodia,2046,BAS,CFL,22.0,projected
Cambodia,2046,BAS,Fluorescent,18.0,projected
Cambodia,2046,BAS,Halogen,2.0,projected
Cambodia,2046,BAS,LED,45.0,projected
Cambodia,2047,BAS,Incandescent,13.0,projected
Cambodia,2047,BAS,CFL,22.0,projected
Cambodia,2047,BAS,Fluorescent,18.0,projected
Cambodia,2047,BAS,Halogen,2.0,projected
Cambodia,2047,BAS,LED,45.0,projected
Cambodia,2048,BAS,Incandescent,13.0,projected
Cambodia,2048,BAS,CFL,22.0,projected
Cambodia,2048,BAS,Fluorescent,18.0,projected
Cambodia,2048,BAS,Halogen,2.0,projected
Cambodia,2048,BAS,LED,45.0,projected
Cambodia,2049,BAS,Incandescent,13.0,projected
Cambodia,2049,BAS,CFL,22.0,projected
Cambodia,2049,BAS,Fluorescent,18.0,projected
Cambodia,2049,BAS,Halogen,2.0,projected
Cambodia,2049,BAS,LED,45.0,projected
Cambodia,2050,BAS,Incandescent,13.0,projected
Cambodia,2050,BAS,CFL,22.0,projected
Cambodia,2050,BAS,Fluorescent,18.0,projected
Cambodia,2050,BAS,Halogen,2.0,projected
Cambodia,2050,BAS,LED,45.0,projected
Cambodia,2051,BAS,Incandescent,13.0,projected
Cambodia,2051,BAS,CFL,22.0,projected
Cambodia,2051,BAS,Fluorescent,18.0,projected
Cambodia,2051,BAS,Halogen,2.0,projected
Cambodia,2051,BAS,LED,45.0,projected
Cambodia,2052,BAS,Incandescent,13.0,projected
Cambodia,2052,BAS,CFL,22.0,projected
Cambodia,2052,BAS,Fluorescent,18.0,projected
Cambodia,2052,BAS,Halogen,2.0,projected
Cambodia,2052,BAS,LED,45.0,projected
Cambodia,2053,BAS,Incandescent,13.0,projected
Cambodia,2053,BAS,CFL,22.0,projected
Cambodia,2053,BAS,Fluorescent,18.0,projected
Cambodia,2053,BAS,Halogen,2.0,projected
Cambodia,2053,BAS,LED,45.0,projected
Cambodia,2054,BAS,Incandescent,13.0,projected
Cambodia,2054,BAS,CFL,22.0,projected
Cambodia,2054,BAS,Fluorescent,18.0,projected
Cambodia,2054,BAS,Halogen,2.0,projected
Cambodia,2054,BAS,LED,45.0,projected
Cambodia,2055,BAS,Incandescent,13.0,projected
Cambodia,2055,BAS,CFL,22.0,projected
Cambodia,2055,BAS,Fluorescent,18.0,projected
Cambodia,2055,BAS,Halogen,2.0,projected
Cambodia,2055,BAS,LED,45.0,projected
Cambodia,2056,BAS,Incandescent,13.0,projected
Cambodia,2056,BAS,CFL,22.0,projected
Cambodia,2056,BAS,Fluorescent,18.0,projected
Cambodia,2056,BAS,Halogen,2.0,projected
Cambodia,2056,BAS,LED,45.0,projected
Cambodia,2057,BAS,Incandescent,13.0,projected
Cambodia,2057,BAS,CFL,22.0,projected
Cambodia,2057,BAS,Fluorescent,18.0,projected
Cambodia,2057,BAS,Halogen,2.0,projected
Cambodia,2057,BAS,LED,45.0,projected
Cambodia,2058,BAS,Incandescent,13.0,projected
Cambodia,2058,BAS,CFL,22.0,projected
Cambodia,2058,BAS,Fluorescent,18.0,projected
Cambodia,2058,BAS,Halogen,2.0,projected
Cambodia,2058,BAS,LED,45.0,projected
Cambodia,2059,BAS,Incandescent,13.0,projected
Cambodia,2059,BAS,CFL,22.0,projected
Cambodia,2059,BAS,Fluorescent,18.0,projected
Cambodia,2059,BAS,Halogen,2.0,projected
Cambodia,2059,BAS,LED,45.0,projected
Cambodia,2060,BAS,Incandescent,13.0,projected
Cambodia,2060,BAS,CFL,22.0,projected
Cambodia,2060,BAS,Fluorescent,18.0,projected
Cambodia,2060,BAS,Halogen,2.0,projected
Cambodia,2060,BAS,LED,45.0,projected
Cambodia,2025,ATS,Incandescent,13.0,projected
Cambodia,2025,ATS,CFL,22.0,projected
Cambodia,2025,ATS,Fluorescent,18.0,projected
Cambodia,2025,ATS,Halogen,2.0,projected
Cambodia,2025,ATS,LED,45.0,projected
Cambodia,2026,ATS,Incandescent,12.5309,projected
Cambodia,2026,ATS,CFL,21.2061,projected
Cambodia,2026,ATS,Fluorescent,17.3505,projected
Cambodia,2026,ATS,Halogen,1.9278,projected
Cambodia,2026,ATS,LED,46.9847,projected
Cambodia,2027,ATS,Incandescent,11.9437,projected
Cambodia,2027,ATS,CFL,20.2124,projected
Cambodia,2027,ATS,Fluorescent,16.5374,projected
Cambodia,2027,ATS,Halogen,1.8375,projected
Cambodia,2027,ATS,LED,49.469,projected
Cambodia,2028,ATS,Incandescent,11.2247,projected
Cambodia,2028,ATS,CFL,18.9956,projected
Cambodia,2028,ATS,Fluorescent,15.5419,projected
Cambodia,2028,ATS,Halogen,1.7269,projected
Cambodia,2028,ATS,LED,52.511,projected
Cambodia,2029,ATS,Incandescent,10.3676,projected
Cambodia,2029,ATS,CFL,17.5452,projected
Cambodia,2029,ATS,Fluorescent,14.3552,projected
Cambodia,2029,ATS,Halogen,1.595,projected
Cambodia,2029,ATS,LED,56.137,projected
Cambodia,2030,ATS,Incandescent,9.3782,projected
Cambodia,2030,ATS,CFL,15.8708,projected
Cambodia,2030,ATS,Fluorescent,12.9852,projected
Cambodia,2030,ATS,Halogen,1.4428,projected
Cambodia,2030,ATS,LED,60.323,projected
Cambodia,2031,ATS,Incandescent,8.2772,projected
Cambodia,2031,ATS,CFL,14.0076,projected
Cambodia,2031,ATS,Fluorescent,11.4608,projected
Cambodia,2031,ATS,Halogen,1.2734,projected
Cambodia,2031,ATS,LED,64.981,projected
Cambodia,2032,ATS,Incandescent,7.1012,projected
Cambodia,2032,ATS,CFL,12.0175,projected
Cambodia,2032,ATS,Fluorescent,9.8325,projected
Cambodia,2032,ATS,Halogen,1.0925,projected
Cambodia,2032,ATS,LED,69.9563,projected
Cambodia,2033,ATS,Incandescent,5.8988,projected
Cambodia,2033,ATS,CFL,9.9825,projected
Cambodia,2033,ATS,Fluorescent,8.1675,projected
Cambodia,2033,ATS,Halogen,0.9075,projected
Cambodia,2033,ATS,LED,75.0437,projected
Cambodia,2034,ATS,Incandescent,4.7228,projected
Cambodia,2034,ATS,CFL,7.9924,projected
Cambodia,2034,ATS,Fluorescent,6.5392,projected
Cambodia,2034,ATS,Halogen,0.7266,projected
Cambodia,2034,ATS,LED,80.019,projected
Cambodia,2035,ATS,Incandescent,3.6218,projected
Cambodia,2035,ATS,CFL,6.1292,projected
Cambodia,2035,ATS,Fluorescent,5.0148,projected
Cambodia,2035,ATS,Halogen,0.5572,projected
Cambodia,2035,ATS,LED,84.677,projected
Cambodia,2036,ATS,Incandescent,2.6324,projected
Cambodia,2036,ATS,CFL,4.4548,projected
Cambodia,2036,ATS,Fluorescent,3.6448,projected
Cambodia,2036,ATS,Halogen,0.405,projected
Cambodia,2036,ATS,LED,88.863,projected
Cambodia,2037,ATS,Incandescent,1.7753,projected
Cambodia,2037,ATS,CFL,3.0044,projected
Cambodia,2037,ATS,Fluorescent,2.4581,projected
Cambodia,2037,ATS,Halogen,0.2731,projected
Cambodia,2037,ATS,LED,92.489,projected
Cambodia,2038,ATS,Incandescent,1.0563,projected
Cambodia,2038,ATS,CFL,1.7876,projected
Cambodia,2038,ATS,Fluorescent,1.4626,projected
Cambodia,2038,ATS,Halogen,0.1625,projected
Cambodia,2038,ATS,LED,95.531,projected
Cambodia,2039,ATS,Incandescent,0.4691,projected
Cambodia,2039,ATS,CFL,0.7939,projected
Cambodia,2039,ATS,Fluorescent,0.6495,projected
Cambodia,2039,ATS,Halogen,0.0722,projected
Cambodia,2039,ATS,LED,98.0153,projected
Cambodia,2040,ATS,Incandescent,0.0,projected
Cambodia,2040,ATS,CFL,0.0,projected
Cambodia,2040,ATS,Fluorescent,0.0,projected
Cambodia,2040,ATS,Halogen,0.0,projected
Cambodia,2040,ATS,LED,100.0,projected
Cambodia,2041,ATS,Incandescent,0.0,projected
Cambodia,2041,ATS,CFL,0.0,projected
Cambodia,2041,ATS,Fluorescent,0.0,projected
Cambodia,2041,ATS,Halogen,0.0,projected
Cambodia,2041,ATS,LED,100.0,projected
Cambodia,2042,ATS,Incandescent,0.0,projected
Cambodia,2042,ATS,CFL,0.0,projected
Cambodia,2042,ATS,Fluorescent,0.0,projected
Cambodia,2042,ATS,Halogen,0.0,projected
Cambodia,2042,ATS,LED,100.0,projected
Cambodia,2043,ATS,Incandescent,0.0,projected
Cambodia,2043,ATS,CFL,0.0,projected
Cambodia,2043,ATS,Fluorescent,0.0,projected
Cambodia,2043,ATS,Halogen,0.0,projected
Cambodia,2043,ATS,LED,100.0,projected
Cambodia,2044,ATS,Incandescent,0.0,projected
Cambodia,2044,ATS,CFL,0.0,projected
Cambodia,2044,ATS,Fluorescent,0.0,projected
Cambodia,2044,ATS,Halogen,0.0,projected
Cambodia,2044,ATS,LED,100.0,projected
Cambodia,2045,ATS,Incandescent,0.0,projected
Cambodia,2045,ATS,CFL,0.0,projected
Cambodia,2045,ATS,Fluorescent,0.0,projected
Cambodia,2045,ATS,Halogen,0.0,projected
Cambodia,2045,ATS,LED,100.0,projected
Cambodia,2046,ATS,Incandescent,0.0,projected
Cambodia,2046,ATS,CFL,0.0,projected
Cambodia,2046,ATS,Fluorescent,0.0,projected
Cambodia,2046,ATS,Halogen,0.0,projected
Cambodia,2046,ATS,LED,100.0,projected
Cambodia,2047,ATS,Incandescent,0.0,projected
Cambodia,2047,ATS,CFL,0.0,projected
Cambodia,2047,ATS,Fluorescent,0.0,projected
Cambodia,2047,ATS,Halogen,0.0,projected
Cambodia,2047,ATS,LED,100.0,projected
Cambodia,2048,ATS,Incandescent,0.0,projected
Cambodia,2048,ATS,CFL,0.0,projected
Cambodia,2048,ATS,Fluorescent,0.0,projected
Cambodia,2048,ATS,Halogen,0.0,projected
Cambodia,2048,ATS,LED,100.0,projected
Cambodia,2049,ATS,Incandescent,0.0,projected
Cambodia,2049,ATS,CFL,0.0,projected
Cambodia,2049,ATS,Fluorescent,0.0,projected
Cambodia,2049,ATS,Halogen,0.0,projected
Cambodia,2049,ATS,LED,100.0,projected
Cambodia,2050,ATS,Incandescent,0.0,projected
Cambodia,2050,ATS,CFL,0.0,projected
Cambodia,2050,ATS,Fluorescent,0.0,projected
Cambodia,2050,ATS,Halogen,0.0,projected
Cambodia,2050,ATS,LED,100.0,projected
Cambodia,2051,ATS,Incandescent,0.0,projected
Cambodia,2051,ATS,CFL,0.0,projected
Cambodia,2051,ATS,Fluorescent,0.0,projected
Cambodia,2051,ATS,Halogen,0.0,projected
Cambodia,2051,ATS,LED,100.0,projected
Cambodia,2052,ATS,Incandescent,0.0,projected
Cambodia,2052,ATS,CFL,0.0,projected
Cambodia,2052,ATS,Fluorescent,0.0,projected
Cambodia,2052,ATS,Halogen,0.0,projected
Cambodia,2052,ATS,LED,100.0,projected
Cambodia,2053,ATS,Incandescent,0.0,projected
Cambodia,2053,ATS,CFL,0.0,projected
Cambodia,2053,ATS,Fluorescent,0.0,projected
Cambodia,2053,ATS,Halogen,0.0,projected
Cambodia,2053,ATS,LED,100.0,projected
Cambodia,2054,ATS,Incandescent,0.0,projected
Cambodia,2054,ATS,CFL,0.0,projected
Cambodia,2054,ATS,Fluorescent,0.0,projected
Cambodia,2054,ATS,Halogen,0.0,projected
Cambodia,2054,ATS,LED,100.0,projected
Cambodia,2055,ATS,Incandescent,0.0,projected
Cambodia,2055,ATS,CFL,0.0,projected
Cambodia,2055,ATS,Fluorescent,0.0,projected
Cambodia,2055,ATS,Halogen,0.0,projected
Cambodia,2055,ATS,LED,100.0,projected
Cambodia,2056,ATS,Incandescent,0.0,projected
Cambodia,2056,ATS,CFL,0.0,projected
Cambodia,2056,ATS,Fluorescent,0.0,projected
Cambodia,2056,ATS,Halogen,0.0,projected
Cambodia,2056,ATS,LED,100.0,projected
Cambodia,2057,ATS,Incandescent,0.0,projected
Cambodia,2057,ATS,CFL,0.0,projected
Cambodia,2057,ATS,Fluorescent,0.0,projected
Cambodia,2057,ATS,Halogen,0.0,projected
Cambodia,2057,ATS,LED,100.0,projected
Cambodia,2058,ATS,Incandescent,0.0,projected
Cambodia,2058,ATS,CFL,0.0,projected
Cambodia,2058,ATS,Fluorescent,0.0,projected
Cambodia,2058,ATS,Halogen,0.0,projected
Cambodia,2058,ATS,LED,100.0,projected
Cambodia,2059,ATS,Incandescent,0.0,projected
Cambodia,2059,ATS,CFL,0.0,projected
Cambodia,2059,ATS,Fluorescent,0.0,projected
Cambodia,2059,ATS,Halogen,0.0,projected
Cambodia,2059,ATS,LED,100.0,projected
Cambodia,2060,ATS,Incandescent,0.0,projected
Cambodia,2060,ATS,CFL,0.0,projected
Cambodia,2060,ATS,Fluorescent,0.0,projected
Cambodia,2060,ATS,Halogen,0.0,projected
Cambodia,2060,ATS,LED,100.0,projected
Cambodia,2025,RAS,Incandescent,13.0,projected
Cambodia,2025,RAS,CFL,22.0,projected
Cambodia,2025,RAS,Fluorescent,18.0,projected
Cambodia,2025,RAS,Halogen,2.0,projected
Cambodia,2025,RAS,LED,45.0,projected
Cambodia,2026,RAS,Incandescent,12.0808,projected
Cambodia,2026,RAS,CFL,20.4445,projected
Cambodia,2026,RAS,Fluorescent,16.7273,projected
Cambodia,2026,RAS,Halogen,1.8586,projected
Cambodia,2026,RAS,LED,48.8887,projected
Cambodia,2027,RAS,Incandescent,10.9467,projected
Cambodia,2027,RAS,CFL,18.5252,projected
Cambodia,2027,RAS,Fluorescent,15.157,projected
Cambodia,2027,RAS,Halogen,1.6841,projected
Cambodia,2027,RAS,LED,53.6869,projected
Cambodia,2028,RAS,Incandescent,9.6062,projected
Cambodia,2028,RAS,CFL,16.2566,projected
Cambodia,2028,RAS,Fluorescent,13.3008,projected
Cambodia,2028,RAS,Halogen,1.4779,projected
Cambodia,2028,RAS,LED,59.3586,projected
Cambodia,2029,RAS,Incandescent,8.0997,projected
Cambodia,2029,RAS,CFL,13.7072,projected
Cambodia,2029,RAS,Fluorescent,11.215,projected
Cambodia,2029,RAS,Halogen,1.2461,projected
Cambodia,2029,RAS,LED,65.7321,projected
Cambodia,2030,RAS,Incandescent,6.5,projected
Cambodia,2030,RAS,CFL,11.0,projected
Cambodia,2030,RAS,Fluorescent,9.0,projected
Cambodia,2030,RAS,Halogen,1.0,projected
Cambodia,2030,RAS,LED,72.5,projected
Cambodia,2031,RAS,Incandescent,4.9003,projected
Cambodia,2031,RAS,CFL,8.2928,projected
Cambodia,2031,RAS,Fluorescent,6.785,projected
Cambodia,2031,RAS,Halogen,0.7539,projected
Cambodia,2031,RAS,LED,79.2679,projected
Cambodia,2032,RAS,Incandescent,3.3938,projected
Cambodia,2032,RAS,CFL,5.7434,projected
Cambodia,2032,RAS,Fluorescent,4.6992,projected
Cambodia,2032,RAS,Halogen,0.5221,projected
Cambodia,2032,RAS,LED,85.6414,projected
Cambodia,2033,RAS,Incandescent,2.0533,projected
Cambodia,2033,RAS,CFL,3.4748,projected
Cambodia,2033,RAS,Fluorescent,2.843,projected
Cambodia,2033,RAS,Halogen,0.3159,projected
Cambodia,2033,RAS,LED,91.3131,projected
Cambodia,2034,RAS,Incandescent,0.9192,projected
Cambodia,2034,RAS,CFL,1.5555,projected
Cambodia,2034,RAS,Fluorescent,1.2727,projected
Cambodia,2034,RAS,Halogen,0.1414,projected
Cambodia,2034,RAS,LED,96.1113,projected
Cambodia,2035,RAS,Incandescent,0.0,projected
Cambodia,2035,RAS,CFL,0.0,projected
Cambodia,2035,RAS,Fluorescent,0.0,projected
Cambodia,2035,RAS,Halogen,0.0,projected
Cambodia,2035,RAS,LED,100.0,projected
Cambodia,2036,RAS,Incandescent,0.0,projected
Cambodia,2036,RAS,CFL,0.0,projected
Cambodia,2036,RAS,Fluorescent,0.0,projected
Cambodia,2036,RAS,Halogen,0.0,projected
Cambodia,2036,RAS,LED,100.0,projected
Cambodia,2037,RAS,Incandescent,0.0,projected
Cambodia,2037,RAS,CFL,0.0,projected
Cambodia,2037,RAS,Fluorescent,0.0,projected
Cambodia,2037,RAS,Halogen,0.0,projected
Cambodia,2037,RAS,LED,100.0,projected
Cambodia,2038,RAS,Incandescent,0.0,projected
Cambodia,2038,RAS,CFL,0.0,projected
Cambodia,2038,RAS,Fluorescent,0.0,projected
Cambodia,2038,RAS,Halogen,0.0,projected
Cambodia,2038,RAS,LED,100.0,projected
